Major.Group,Major.Group.Code,Sub.Major.Group,Sub.Major.Group.Code,Minor.Group,Minor.Group.Code,Unit.Group,Unit.Group.Code,Occupation,Occupation.Code
MACHINERY OPERATORS AND DRIVERS,7,Road and Rail Drivers,73,Truck Drivers,733,Truck Drivers,7331,Tanker Driver,733114
MACHINERY OPERATORS AND DRIVERS,7,Road and Rail Drivers,73,Truck Drivers,733,Truck Drivers,7331,Tow Truck Driver,733115
MACHINERY OPERATORS AND DRIVERS,7,Storepersons,74,Storepersons,741,Storepersons,7411,Storeperson,741111
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Car Detailers,8111,Car Detailer,811111
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Commercial Cleaners,8112,Commercial Cleaner,811211
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Domestic Cleaners,8113,Domestic Cleaner,811311
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Housekeepers,8114,Commercial Housekeeper,811411
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Housekeepers,8114,Domestic Housekeeper,811412
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Laundry Workers,8115,Laundry Worker (General),811511
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Laundry Workers,8115,Drycleaner,811512
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Laundry Workers,8115,Ironer or Presser,811513
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Other Cleaners,8116,Carpet Cleaner,811611
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Other Cleaners,8116,Window Cleaner,811612
LABOURERS,8,Cleaners and Laundry Workers,81,Cleaners and Laundry Workers,811,Other Cleaners,8116,Cleaners nec,811699
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Building and Plumbing Labourers,8211,Builder's Labourer,821111
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Building and Plumbing Labourers,8211,"Drainage, Sewerage and Stormwater Labourer",821112
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Building and Plumbing Labourers,8211,Earthmoving Labourer,821113
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Building and Plumbing Labourers,8211,Plumber's Assistant,821114
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Concreters,8212,Concreter,821211
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Fencers,8213,Fencer,821311
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Insulation and Home Improvement Installers,8214,Building Insulation Installer,821411
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Insulation and Home Improvement Installers,8214,Home Improvement Installer,821412
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Paving and Surfacing Labourers,8215,Paving and Surfacing Labourer,821511
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Railway Track Workers,8216,Railway Track Worker,821611
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Structural Steel Construction Workers,8217,Construction Rigger,821711
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Structural Steel Construction Workers,8217,Scaffolder,821712
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Structural Steel Construction Workers,8217,Steel Fixer,821713
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Structural Steel Construction Workers,8217,Structural Steel Erector,821714
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Other Construction and Mining Labourers,8219,Crane Chaser,821911
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Other Construction and Mining Labourers,8219,Driller's Assistant,821912
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Other Construction and Mining Labourers,8219,Lagger,821913
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Other Construction and Mining Labourers,8219,Mining Support Worker,821914
LABOURERS,8,Construction and Mining Labourers,82,Construction and Mining Labourers,821,Other Construction and Mining Labourers,8219,Surveyor's Assistant,821915
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Baking Factory Worker,831111
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Brewery Worker,831112
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Confectionery Maker,831113
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Dairy Products Maker,831114
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Fruit and Vegetable Factory Worker,831115
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Grain Mill Worker,831116
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Sugar Mill Worker,831117
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Winery Cellar Hand,831118
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,Food and Drink Factory Workers,8311,Food and Drink Factory Workers nec,831199
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,"Meat Boners and Slicers, and Slaughterers",8312,Meat Boner and Slicer,831211
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,"Meat Boners and Slicers, and Slaughterers",8312,Slaughterer,831212
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,"Meat, Poultry and Seafood Process Workers",8313,Meat Process Worker,831311
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,"Meat, Poultry and Seafood Process Workers",8313,Poultry Process Worker,831312
LABOURERS,8,Factory Process Workers,83,Food Process Workers,831,"Meat, Poultry and Seafood Process Workers",8313,Seafood Process Worker,831313
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Packers,8321,Chocolate Packer,832111
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Packers,8321,Container Filler,832112
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Packers,8321,Fruit and Vegetable Packer,832113
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Packers,8321,Meat Packer,832114
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Packers,8321,Seafood Packer,832115
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Packers,8321,Packers nec,832199
LABOURERS,8,Factory Process Workers,83,Packers and Product Assemblers,832,Product Assemblers,8322,Product Assembler,832211
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Metal Engineering Process Workers,8391,Metal Engineering Process Worker,839111
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Plastics and Rubber Factory Workers,8392,Plastics Factory Worker,839211
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Plastics and Rubber Factory Workers,8392,Rubber Factory Worker,839212
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Product Quality Controllers,8393,Product Examiner,839311
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Product Quality Controllers,8393,Product Grader,839312
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Product Quality Controllers,8393,Product Tester,839313
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Timber and Wood Process Workers,8394,Paper and Pulp Mill Worker,839411
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Timber and Wood Process Workers,8394,Sawmill or Timber Yard Worker,839412
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Timber and Wood Process Workers,8394,Wood and Wood Products Factory Worker,839413
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Cement and Concrete Plant Worker,839911
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Chemical Plant Worker,839912
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Clay Processing Factory Worker,839913
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Fabric and Textile Factory Worker,839914
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Footwear Factory Worker,839915
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Glass Processing Worker,839916
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Hide and Skin Processing Worker,839917
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Recycling Worker,839918
LABOURERS,8,Factory Process Workers,83,Miscellaneous Factory Process Workers,839,Other Factory Process Workers,8399,Factory Process Workers nec,839999
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Aquaculture Workers,8411,Aquaculture Worker,841111
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Fruit or Nut Farm Worker,841211
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Fruit or Nut Picker,841212
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,"Grain, Oilseed or Pasture Farm Worker (Aus) \ Field Crop Farm Worker (NZ)",841213
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Vegetable Farm Worker (Aus) \ Market Garden Worker (NZ),841214
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Vegetable Picker,841215
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Vineyard Worker,841216
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Mushroom Picker,841217
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Crop Farm Workers,8412,Crop Farm Workers nec,841299
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Forestry and Logging Workers,8413,Forestry Worker,841311
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Forestry and Logging Workers,8413,Logging Assistant,841312
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Forestry and Logging Workers,8413,Tree Faller,841313
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Garden and Nursery Labourers,8414,Garden Labourer,841411
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Garden and Nursery Labourers,8414,Horticultural Nursery Assistant,841412
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Beef Cattle Farm Worker,841511
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Dairy Cattle Farm Worker,841512
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Mixed Livestock Farm Worker,841513
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Poultry Farm Worker,841514
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Sheep Farm Worker,841515
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Stablehand,841516
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Wool Handler,841517
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Livestock Farm Workers,8415,Livestock Farm Workers nec,841599
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,Mixed Crop and Livestock Farm Workers,8416,Mixed Crop and Livestock Farm Worker,841611
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,"Other Farm, Forestry and Garden Workers",8419,Hunter-Trapper,841911
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,"Other Farm, Forestry and Garden Workers",8419,code retired (ANZSCO Revision 1),841912
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,"Other Farm, Forestry and Garden Workers",8419,Pest Controller,841913
LABOURERS,8,"Farm, Forestry and Garden Workers",84,"Farm, Forestry and Garden Workers",841,"Other Farm, Forestry and Garden Workers",8419,"Farm, Forestry and Garden Workers nec",841999
LABOURERS,8,Food Preparation Assistants,85,Food Preparation Assistants,851,Fast Food Cooks,8511,Fast Food Cook,851111
LABOURERS,8,Food Preparation Assistants,85,Food Preparation Assistants,851,Food Trades Assistants,8512,Pastrycook's Assistant,851211
LABOURERS,8,Food Preparation Assistants,85,Food Preparation Assistants,851,Food Trades Assistants,8512,Food Trades Assistants nec,851299
LABOURERS,8,Food Preparation Assistants,85,Food Preparation Assistants,851,Kitchenhands,8513,Kitchenhand,851311
LABOURERS,8,Other Labourers,89,Freight Handlers and Shelf Fillers,891,Freight and Furniture Handlers,8911,Freight Handler (Rail or Road),891111
LABOURERS,8,Other Labourers,89,Freight Handlers and Shelf Fillers,891,Freight and Furniture Handlers,8911,Truck Driver's Offsider,891112
LABOURERS,8,Other Labourers,89,Freight Handlers and Shelf Fillers,891,Freight and Furniture Handlers,8911,Waterside Worker,891113
LABOURERS,8,Other Labourers,89,Freight Handlers and Shelf Fillers,891,Shelf Fillers,8912,Shelf Filler,891211
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Caretakers,8991,Caretaker,899111
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Deck and Fishing Hands,8992,Deck Hand,899211
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Deck and Fishing Hands,8992,Fishing Hand,899212
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Handypersons,8993,Handyperson,899311
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Motor Vehicle Parts and Accessories Fitters,8994,Motor Vehicle Parts and Accessories Fitter (General),899411
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Motor Vehicle Parts and Accessories Fitters,8994,Autoglazier,899412
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Motor Vehicle Parts and Accessories Fitters,8994,Exhaust and Muffler Repairer,899413
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Motor Vehicle Parts and Accessories Fitters,8994,Radiator Repairer,899414
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Motor Vehicle Parts and Accessories Fitters,8994,Tyre Fitter,899415
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Printing Assistants and Table Workers,8995,Printer's Assistant,899511
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Printing Assistants and Table Workers,8995,Printing Table Worker,899512
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Recycling and Rubbish Collectors,8996,Recycling or Rubbish Collector,899611
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Vending Machine Attendants,8997,Vending Machine Attendant,899711
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Bicycle Mechanic,899911
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Car Park Attendant,899912
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Crossing Supervisor,899913
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Electrical or Telecommunications Trades Assistant,899914
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Leaflet or Newspaper Deliverer,899915
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Mechanic's Assistant,899916
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Railways Assistant,899917
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Sign Erector,899918
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Ticket Collector or Usher,899921
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Trolley Collector,899922
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Road Traffic Controller,899923
LABOURERS,8,Other Labourers,89,Miscellaneous Labourers,899,Other Miscellaneous Labourers,8999,Labourers nec,899999
